country,sdg1_wpc,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_crlyld,sdg2_snmi,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg4_primary,sdg4_schlyrs,sdg4_literacy,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg6_safesan,Population using at least basic sanitation services (%),sdg6_safewat,sdg6_water,sdg6_freshwat,sdg6_scarcew,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg9_intuse,sdg9_mobuse,sdg9_infrqual,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg10_adjgini,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg6_wastewat,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg13_co2pc,sdg13_co2import,sdg13_ccvm,sdg13_co2export,sdg14_cpma,sdg14_biodiv,sdg14_cleanwat,sdg14_fish,sdg14_fishstocks,sdg14_trawl,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_prison,sdg16_safe,sdg16_goveff,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg17_govex,sdg17_govspd,sdg17_govrev,sdg17_cohaven,sdg1_oecdpov,sdg3_incomeg,sdg3_region,sdg3_smoke,sdg4_pisa,sdg4_resil,sdg4_science,sdg4_socioec,sdg4_tertiary,sdg5_paygap,sdg7_ren,sdg8_empop,sdg8_yneet,sdg9_netacc,sdg9_patents,sdg9_rdres,sdg9_womensci,sdg10_elder,sdg10_palma,sdg11_rentover,sdg12_mswrecycl,sdg13_ecr,sdg17_secrecy
Iraq,1.04203856214859,27.8,22.6000003814697,7.40000009536743,30.4,3.1006,0.9533524754216621,50.0,18.2,31.2,43.0,0.017,22.03,72.17,17.8,68.9,79.799,90.9,63.0,52.758,4.5,,6.6,52.31889,19.200000000000003,69.23076923076924,25.261781748293245,25.3,,,,86.09833,93.06,18.641370703204853,98.7906036376953,98.1179747730494,2.0344412693522296,0.5653042031868685,0.0,22.6651515960693,8.17099952697754,21.23,16.2371031766298,,1.867185,0.0,0.032989654586247426,0.03724,,51.99596281,89.52070107938812,56.99999999999999,,3.1,6.426,,-1.4354284032185647,12.66835492090751,-6.103067631672897,4.811839686,-0.28719180966475255,0.07,7731.423385039994,0.0,83.62,40.4,33.25,,29.9976452,5.1,5.09,0.82,0.7757103056878262,0.6519378831038183,66.13,,60.0,,,99.2,18.0,4.7,0.0,,,2.0185989772642134,0.0,,,,,,,,,,,,,,,,,,,,,,,
Ireland,0.08693664687544679,2.5,2.58,0.7,25.3,8.2233,0.4415781921619055,8.0,2.2,3.6,7.1,0.103,10.34,9.89,4.0,81.4,10.1352,99.7,92.0,80.69,7.1,95.48914,12.3,,14.200000000000003,105.0420168067227,78.77018006301884,22.2,70.26709,,98.87529,,2.38,10.34084563584548,100.0,100.0,1.3257631021571457,6.490911729256629,100.0,95.3404541015625,,85.0111321151019,100.800261866182,4.362379074,3.772744,52.866666666666674,1.4461039364987203,1.51368,32.90829360485077,9.799825902,98.83833731926222,55.00000000000001,,19.8,44.418114,10.910830969823117,21.970266642012078,46.70998204838364,-199.7840758633358,7.378117809,-3.3669831066709612,0.037,26.230963980549205,86.7418852402911,88.65,62.24,57.91,21.57784222,85.8688326,89.96,97.7,0.92,11.92020257574907,14.283691486215638,0.64,80.09,76.0,4.308685684399999,5.934766610666666,100.0,74.0,0.0,0.4624893329364596,13.3338464989856,0.297098,,4.0,9.2,20.200000000000003,0.29999999999999716,19.0,509.3333333333333,29.58844247895437,15.33122107257747,12.669611439268147,42.806118,14.448940728,9.08139901337063,67.65,16.197556,,21.86100342800836,12.8543841208536,23.380736137667306,6.800000000000001,1.09,11.11,2.3800556,21.75,50.64999999999999
Israel,0.360665125340474,2.5,2.58,0.7,26.1,4.9695,0.9377198510474397,5.0,2.0,3.6,3.5,0.075,9.46,11.35,3.2,82.5,9.6814,,94.0,76.884,7.3,96.73568,12.8,,11.0,100.78740157480317,85.82146335575086,27.5,93.28042,,99.39,,110.45,10.241708209811499,100.0,100.0,1.0304584245453077,0.341618856420537,100.0,92.8149642944336,,79.6531241815281,91.5546566651546,4.911572933,3.494444,47.88333333333333,1.4517760870955787,4.26632,45.18541693687439,21.09447276,100.0,61.0,,17.2,95.4408,56.320602551458535,-1.705001992682884,56.68011122038445,381.92589025695736,7.863181348,-1.0052011006060537,0.049,2.497567783060168,,91.88,32.82,42.92,,52.263136700000004,15.66,26.1,0.75,7.864847179844378,5.081705854892226,1.36,261.74,76.0,4.21969285,5.671201070333333,100.0,62.0,0.0,7.873114797998855,13.565577939313961,0.1,,0.0,17.7,,2.1099999999999994,19.6,472.0,15.72197994043215,31.419955063094108,11.16930901675612,49.895348,19.275180062,3.70776691254672,69.025,13.757322,43.300000000000004,55.625585075893135,17.4271171728029,,21.2,1.38,,1.79405,28.77,63.24999999999999
Italy,1.09804619326948,2.5,2.58,0.7,19.9,5.599,0.6958346451288082,4.0,2.0,3.3,6.1,0.104,9.44,12.91,5.6,82.7,6.1562,99.9,85.0,81.162,6.2,97.33162,10.9,99.85964,13.599999999999994,95.45454545454545,67.7590818308979,31.0,95.42635,,93.67868,,44.83,7.760472347109411,100.0,100.0,1.229823307940222,-2.348125369593685,80.0,93.7850189208984,,61.3242527666303,88.055745573889,4.277553558,3.791468,52.95000000000001,1.1631376765023715,1.33488,38.200291991233826,19.86123293,100.0,41.0,,17.6,79.618,5.941075870502993,17.87781333985677,38.34478070301674,172.64826416399688,5.270866786,1.220095137340592,0.042,49.62955326812343,75.4816584617405,91.31,51.35,42.69,75.13828246,51.78232460000001,78.2,84.69,0.92,2.4243592973522685,6.962085804685706,0.78,89.32,57.99999999999999,2.2934940338000005,4.161647955666667,100.0,50.0,0.0,1.246894441304474,13.327768026838381,0.294639,,0.0,13.700000000000001,9.099999999999994,2.8000000000000114,20.0,485.3333333333333,26.5526710306916,23.21984331457915,9.643238968629529,17.723593,5.5555555533,16.5168505774397,57.975,26.017776,51.18,13.15487054391938,5.10588728465824,,9.3,1.24,11.41,1.577279,20.46,49.475
Jamaica,0.725283281678361,8.4,5.69999980926514,3.0,24.7,1.0901,1.1039863869685298,89.0,10.9,15.3,4.5,0.238,15.22,40.129999999999995,10.0,76.2,54.3564,99.1,95.0,61.327,5.9,,9.6,,12.700000000000003,101.04166666666667,73.9987091497633,17.5,,85.37371,,92.91855,11.34,7.337783747978994,97.0973892211914,93.2557590305805,1.7936264125199408,-3.971621466302164,80.0,78.4582061767578,12.4479999542236,45.0,55.158944316129,4.172176361,2.23237,0.0,0.04678354454761736,0.0609,,16.99207352,92.93760410889524,72.0,0.18,5.8,12.0,,-0.690677417870457,17.347340888483693,6.395938637290289,2.59321537,0.8655558623925135,0.099,0.00018380613216833274,30.5531336833333,86.54,44.05,22.89,74.04,,22.03,,0.72,5.396531236251343,3.4351277002836906,43.21,137.97,62.0,3.43854599,4.517081896333333,99.5,44.0,3.3,0.0,11.38619491405396,,26.064071401129237,0.0,,,,,,,,,,,,,,,,,,,,,,,
Japan,0.5165694983592,2.5,7.09999990463257,2.29999995231628,4.3,4.9755,0.7106945098012495,5.0,0.9,2.7,16.0,0.014,8.78,8.72,4.7,83.7,4.1582,99.8,96.0,83.328,5.9,98.79994,12.5,,28.799999999999997,101.61290322580645,71.57888304890446,9.3,99.79829,,97.19421,,28.45,6.709459529980194,100.0,100.0,1.1691767234732753,-0.06778670718068439,80.0,98.2433929443359,,93.1827212821617,131.124813953803,6.197003841,4.096887,62.35,0.7556737666292835,3.28363,35.745152831077576,13.33416293,,56.00000000000001,,17.3,57.8354,6.914164769893037,12.093781521562473,36.360724046027165,259.90284310706335,9.538706103,-1.0561729909435194,0.07,0.35100635233928523,79.2640169453751,93.04,62.15,57.51,72.52,24.2061564,68.47,67.01,0.78,2.1404027343425804,7.898797974164771,0.31,47.7,74.0,4.599318265999999,5.983284632666667,100.0,73.0,0.0,0.0,13.82058410876282,0.227755,,0.0,16.1,11.400000000000002,0.8999999999999915,18.2,528.6666666666666,48.78769431140629,9.612652408623006,10.061388714953814,50.496956,25.731790334,6.29735708059289,75.32627,9.8242168,42.89999999999999,136.18021805796707,9.95581284030396,,19.0,1.25,15.95,1.3614336,7.84,60.5
Jordan,0.034926192277391896,4.2,7.80000019073486,2.40000009536743,35.5,1.5307,1.0625523854991565,58.0,10.6,17.6,5.6,0.001,19.57,44.519999999999996,23.6,74.1,23.285,99.6,96.0,66.272,4.8,,10.1,99.10572,16.0,90.65420560747664,21.921712999024358,15.4,,,,,118.4,16.589704901083245,100.0,99.9900000002526,1.3296027556589425,-5.864931782890367,50.0,42.4930229187012,14.9219999313354,62.3021925670712,103.83514798639,4.20862484,2.774781,22.766666666666666,0.1746863988903321,0.4347,43.16478669643402,38.79814209,87.3670241287009,64.0,1.04,4.5,18.6,,-1.4354284032185645,13.267272418138207,38.08424559071668,3.002514727,0.4213649842355758,0.05,0.01602956354401865,,85.24,50.78,40.6,,,7.66,7.24,0.96,0.25291599973650974,2.5206097417187463,2.0,151.28,79.0,3.7913580418,4.8434224126666665,99.1,48.0,1.7,0.596337218102013,,,15.294006654654751,0.0,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,0.0203598896698839,2.5,13.1000003814697,4.09999990463257,21.0,1.3477,0.9496197864925754,12.0,5.9,11.4,67.0,0.083,28.57,110.09,23.2,70.2,28.4158,99.99,82.0,63.773,5.9,86.24479,11.7,99.89736,20.299999999999997,100.0,84.59986359547169,27.1,,97.80531,,91.14559,28.14,2.8494987112023153,100.0,91.8470308184624,2.238994140625,-0.7336155034082081,80.0,58.6975326538086,4.8600001335144,74.5877264735738,74.2277960939609,3.909531355,2.761905,36.1,0.08693701086117786,0.16944,40.959563851356506,19.66999774,92.63576184880532,68.0,,7.7,15.6,155.01516328363192,-52.023088582430624,47.311276703627215,-13.612300919917605,14.36238966,-0.4007380526985713,0.03,17305.543166516127,,,,,,,16.29,17.38,0.87,1.2942206066797353,1.3670020591334098,4.84,238.94,67.0,3.7044380664000003,4.044061343,99.7,31.0,2.2,0.0,7.196952483624269,,9.924756441945322,0.0,,,,,,,,,,,,,,,,,,,,,,,
Kenya,28.978063306123502,19.1,26.0,4.0,7.1,1.3907,0.8990639927674355,510.0,22.6,49.2,348.0,2.066,17.84,99.75,30.5,63.4,81.7916,61.8,75.0,55.514,4.5,81.82745,6.3,86.52563,18.900000000000006,81.42857142857143,91.19454691223285,21.8,,29.84468,,58.45678,14.31,13.67473968093604,36.0,6.19184374809265,1.4778071009751559,-3.1295087890153144,80.0,81.5675659179688,11.4700002670288,26.0,25.8897096744726,4.301241875,3.209709,18.5,0.020368718163818352,0.7856,50.11828541755676,16.29880428,61.41332107760672,57.99999999999999,0.3,1.0,0.45,1.2512107788742597,0.6078335981111004,27.813849945288,-7.48057906563811,0.310415314,0.31630457272914153,0.266,0.0,40.28945236,86.98,49.69,40.29,32.35,7.998375,37.5,38.39,0.8,8.66874180339193,0.8398238247707609,5.75,117.75,59.0,3.8807099342,4.505093574333333,66.9,28.0,25.9,0.0,10.99504149269653,,15.8766858724396,0.0,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,11.3150983389209,3.3,,,46.0,,,90.0,22.6,54.3,566.0,0.006,28.2,80.14999999999999,2.4,66.3,17.1684,98.3,80.0,41.413,,97.3713,7.8,,48.8,,,6.5,,39.77286,,64.39233,,10.34324587220497,48.0785179138184,3.16305160522461,,-3.7084847565633168,,,,13.7,0.874164080597928,,,0.0,0.019231609773154423,,,3.446646019,71.03528107875127,,,3.9,,6.694171760618464,-1.0461513958456736,,,0.564368357,,,0.0,49.3160055454545,,,,2.395470623,,65.68,,0.77,,,7.5,129.87,,,,93.5,,,0.0,,,24.47869129827046,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",40.0746644699861,40.8,27.8999996185303,4.0,6.8,4.0831,,82.0,10.7,20.0,513.0,0.037,26.46,261.81,20.7,70.6,0.2864,100.0,96.0,56.574,,94.06663,,99.99964,9.599999999999994,,85.588568885429,16.3,,77.13465,,99.62456,15.93,,32.3727493286133,6.62513375282288,1.6806577010880668,,0.0,,4.77600002288818,0.0,14.2144113475625,,,0.0,0.0018737187259805993,0.0,,34.08883481,93.45527699997183,,,,0.0,,-3.122335775083262,4.315562751959562,,1.613596841,-0.07817500531140764,,,5.10696103333333,90.58,54.87,44.3,28.44715528,30.005400199999997,10.16,0.0,0.91,3.652067377199608,,4.41,,,,,100.0,17.0,,0.00399572106222888,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",0.506104163232459,2.5,2.5,0.899999976158142,4.7,6.7952,0.6363616408850123,11.0,1.5,3.4,77.0,0.023,8.32,16.48,12.0,82.3,1.6676,100.0,98.0,81.594,5.9,96.79793,12.2,,6.700000000000003,89.14728682170544,71.37814872054913,17.0,98.46266,,98.02417,,57.58,10.760538091091483,100.0,99.9900000002526,1.1344340768497794,-0.48301609043313254,80.0,94.8510131835938,,92.8430256796075,109.68942126404,5.651405811,3.790535,61.70000000000001,1.2415951442984463,4.22816,32.303306460380554,28.66424214,,75.0,,15.9,84.842521,14.483312590670348,11.202954963424519,33.86398925181447,,11.57034541,-1.6134333751092758,0.036,0.8341284199198733,26.7817383607143,94.8,64.0,50.71,6.96069607,45.0796216,36.55,36.77,0.78,3.496322443104861,7.257020145895436,0.74,107.35,69.0,3.5096090795999997,4.758000055666667,,54.0,0.0,0.5660008224265629,11.64012602154175,0.144089,,0.0,13.8,11.900000000000002,2.3999999999999915,17.3,519.0,40.356069584490605,14.382141866141248,10.109405221707409,46.858822,36.666666667,2.70770280422964,66.62926,,13.038414665171885,53.02420577592828,13.7711988636623,23.98372891556554,45.7,1.04,3.48,0.5156168,9.9,59.025000000000006
Kuwait,0.0217878381723883,2.5,5.80000019073486,2.40000009536743,37.9,13.3454,0.8837411870020547,4.0,4.4,8.4,24.0,0.002,17.98,44.76,17.7,74.7,9.3952,98.7,93.0,73.431,6.1,90.70002,7.3,99.25909,21.700000000000003,107.24637681159422,56.38593464772642,3.1,100.0,,100.0,,2603.49,42.5596688977827,100.0,100.0,1.3370819348488445,-3.1465644225870344,80.0,79.8401565551758,2.07999992370605,78.36738376,254.418267456023,4.125414371,2.92298,26.05,0.1822540877622771,0.30153,,67.43349003,,61.0,5.72,17.2,75.0,176.33171146520155,-11.05646926502135,95.10285398632384,569.1774297620996,25.22386443,-5.014524200056812,0.092,50016.2613292839,32.075805025,88.96,63.14,24.28,,48.351267799999995,59.03,,0.87,0.0,30.79359507780269,1.78,102.77,86.0,3.5861643790000004,4.366870165000001,,39.0,0.0,0.0,6.01225274404358,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,1.5838888628700298,6.4,12.8999996185303,2.79999995231628,16.6,3.1044,0.6916221369956499,76.0,11.6,21.1,145.0,0.11,23.95,166.5,20.1,71.1,38.812,98.4,96.0,60.287,5.6,89.35731,10.8,99.75185,27.599999999999994,101.86915887850468,63.6238872560485,19.2,,96.58608,,,43.95,1.71619474691631,99.8,76.4179646968842,0.7719081167208198,-3.231891012200508,80.0,39.9420013427734,7.28399991989136,34.5,44.8644952914284,3.036874771,1.96,0.0,0.01692486601987261,0.12086,34.84724164009094,16.92166624,97.94538663155072,71.0,,1.2,4.2,5.049616506302337,0.43938559717413855,19.596716503696978,,1.646395339,0.5255829050391092,0.101,92.75691449476494,,,,,,,22.62,31.1,0.98,0.3430012161872255,1.5648679327426467,5.12,170.83,52.0,3.2579996586,3.4351896446666665,97.7,29.0,25.8,0.0,12.01114217962402,,17.626500074013038,0.0,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,13.6743554217053,17.1,43.7999992370605,6.40000009536743,5.3,4.6267,,197.0,28.7,63.9,175.0,0.086,25.79,210.04000000000002,15.0,65.7,63.2928,40.1,76.0,44.873,4.6,94.72014,5.2,72.05623,23.200000000000003,80.35714285714286,96.43894511367573,27.5,,72.59429,,80.44736,1.39,0.3147543681845263,78.0885009765625,4.57119941711426,,1.241270042182327,80.0,29.05641746521,0.671000003814697,21.87,36.6475086459674,3.759013176,1.761834,0.0,0.012591825256834024,0.03706,,32.56943026,72.91537879752468,66.0,0.7,1.2,0.0,2.492167990574311,-0.6941160684060331,5.847557460501663,,0.297200884,0.06058182162882264,0.188,2.224324680334084,,,,,,,45.48,19.9,0.81,12.352395538515646,0.668551390621327,6.87,120.57,69.0,3.8515451432,3.861387253,74.8,29.0,10.1,0.0,5.18565559262634,,12.943099376125442,0.0,,,,,,,,,,,,,,,,,,,,,,,
Latvia,0.749155379226978,2.5,2.58,0.7,23.6,3.8284,0.7347604728129784,18.0,2.4,4.6,37.0,0.081,22.89,54.98,9.9,74.6,13.8282,98.1,93.0,70.042,6.0,94.88042,11.7,99.83543,15.099999999999994,103.44827586206897,82.09362095566549,16.0,78.37601,,81.93607,,1.1,6.8875606618559235,100.0,97.3769368603826,1.2795783179834648,0.9348083061839916,80.0,93.2224731445313,,79.8420977843089,76.3376350524986,4.265236855,3.235385,18.5,0.637797952835024,0.6255,35.85810363292694,20.41799195,96.00494456762749,65.0,,10.7,71.14,2.3055681889414936,18.743464654543175,37.03079545264336,60.71292216315706,3.498192882,0.6995899010788449,0.097,123.76500532635265,95.2267480695525,84.84,52.99,96.1,54.49455054,61.223619799999994,97.26,97.48,0.99,15.457344689200916,8.065552415957214,4.11,223.75,62.0,2.7887303352,4.0482815106666665,100.0,58.0,0.0,0.0,11.16593371333984,0.11,,0.0,16.2,35.400000000000006,,24.1,486.6666666666667,35.24137481677154,17.24860538691199,8.73758121160922,33.361481,21.122994652,38.0980171666829,70.1,14.443724,,1.2637010365856787,3.56078603336847,26.995979322228603,30.9,1.38,5.49,0.8566304000000001,,57.375
Lebanon,0.0411018347360822,5.4,16.5,6.59999990463257,32.0,3.0132,0.910509715464249,15.0,4.7,8.1,12.0,0.02,18.36,31.009999999999998,19.3,74.9,12.1762,,79.0,74.684,5.2,82.19507,8.6,99.24335,17.0,95.40229885057472,32.59271227612675,3.1,,,,,33.28,17.27987015754364,100.0,99.9900000002526,1.3103220301605245,-6.533040066911616,50.0,44.7514228820801,6.29099988937378,76.11,56.8033770136788,2.332921505,2.642975,32.8,0.23272469861826892,,38.322508335113525,32.60158923,,60.0,1.18,9.4,,,-1.4354284032185645,21.427707726020245,97.14579748758105,4.295732552,1.0508428016418447,0.062,0.08517216742292504,13.352389575,90.83,28.67,62.51,,9.9519677,13.08,21.06,0.92,4.926812756771782,4.208506611064823,3.95,108.02,52.0,2.6588466883999997,3.8706745303333334,99.5,28.0,1.9,0.0,9.20444180878967,,13.947620565770693,0.0,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,53.080858709401504,14.5,33.2000007629395,2.79999995231628,16.6,0.5083,,487.0,38.5,93.5,724.0,8.025,23.59,128.15,26.1,53.7,89.7126,77.9,90.0,42.61,3.8,79.9602,6.1,86.6322,21.799999999999997,132.07547169811323,79.67637344276277,22.9,,43.79111,,71.59287,2.13,0.1399823687565948,27.8,31.7871987819672,,-4.084978665667364,50.0,45.5638160705566,27.2450008392334,27.36,35.9033242717988,2.653056145,1.961644,0.0,0.01034566781966412,0.05284,62.87749409675598,24.70117006,88.7731339193084,47.0,0.5,0.9,0.3,3.2516426986123643,-0.11712916042327902,20.629680321122933,31.218567053536145,1.150111032,0.9750203854936538,0.166,0.0,,,,,,,15.27,,0.97,1.2348900377610308,4.361131771227485,38.0,98.28,43.0,3.6883409499999997,3.609570265,43.3,42.0,22.9,0.0,20.2120354411597,,34.20184762283322,0.0,,,,,,,,,,,,,,,,,,,,,,,
Liberia,34.2712408952418,42.8,32.0999984741211,5.59999990463257,9.9,1.3223,,725.0,22.8,67.4,308.0,0.576,17.11,135.76,35.1,61.4,128.7644,61.1,79.0,46.754,4.4,37.68327,4.4,49.07411,59.7,50.0,93.95959293099578,12.3,,16.88948,,69.90048,0.08,7.640037993546419,9.14063453674316,2.00144052505493,,-7.247127516173071,50.0,35.7138404846191,2.38899993896484,7.31910641139578,5.24488618041386,2.573236942,2.012614,0.0,0.0035978840107216943,0.0,33.22640657424927,7.851815034,7.432579930361499,26.0,,0.2,0.0,0.8166668856156837,0.7087551343951943,1.005566757575257,-53.28321856927576,0.212967664,-0.032520832094356106,0.282,0.0,90.9235383,80.43,51.8,25.3,17.61823818,6.1299131,14.82,48.62,0.89,11.915547405566377,0.5517037553813474,3.22,46.72,40.0,3.3710639956,3.6695288023333332,24.6,31.0,20.8,0.0,12.944060664724729,,20.340313727202673,0.0,,,,,,,,,,,,,,,,,,,,,,,
Libya,12.5306405045257,,21.0,6.5,32.5,0.715,,9.0,7.1,12.9,40.0,0.018,20.3,59.6,25.3,72.7,5.7288,99.9,97.0,64.784,5.6,,7.3,,28.299999999999997,110.00000000000001,32.65935811967153,16.0,,,,96.75,1072.0,9.739622205618048,98.4460296630859,,1.2778997140215207,,0.0,65.6675186157227,17.6840000152588,20.27215956269,35.4229998380806,1.8548986601306803,2.04072,0.0,0.022039476245433006,,,79.20020559,,47.0,,8.3,9.6,8.524236423703499,0.6991809059731829,19.99053721887356,-92.8108015207183,9.186845393,-0.3533018656648599,0.034,,0.0,90.05,54.65,46.46,67.07,19.8518088,4.6,,0.97,3.7589935886433135,2.0796620163284816,2.49,98.85,50.0,2.4333048625804254,2.5703115634304208,,17.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,1.17,2.58,0.7,,,,,,,,,,,,,,,,,,92.1204,12.4,,,,,12.0,99.325,,100.0,,,,100.0,,,,,,,98.0939038921672,119.481760739128,,,0.0,0.9398396431795254,,,,,,,,,,,,,1.185229079,0.5257016717148838,,,,,,,,,80.82,,0.99,0.7906316529037088,47.800257611385476,2.68,140.87,,,,100.0,,0.0,0.0,,0.504151,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1.07968262959989,2.5,2.58,0.7,26.3,3.853,0.5804296450816923,10.0,2.5,5.3,53.0,0.02,20.45,35.35,13.0,73.6,11.392,100.0,94.0,68.342,6.3,98.20815,12.7,99.8558,17.200000000000003,100.0,84.47474355866184,21.3,61.20205,,91.6944,,3.97,6.422656397971408,100.0,100.0,2.9273959408897623,1.3563484028483979,80.0,82.8838500976563,7.09299993515015,74.3766455618662,71.7066867383089,4.940376282,3.571429,19.2,0.7500045560060367,1.04246,45.402610301971436,19.06499459,99.57186449457731,56.00000000000001,1.1,11.4,54.900684,12.734128586600649,10.605358933424862,44.40045577382551,32.936894691652235,4.378090123,1.4113188153094152,0.031,107.23086236739339,70.725418715897,79.68,44.54,79.38,,4.2079948,91.59,95.19,0.99,10.959483033288167,8.371990639120444,5.98,255.52,61.0,3.2476520537999995,4.313234170333334,100.0,59.0,0.0,0.0,11.20295075073486,0.13,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,0.0845843356577109,2.5,2.58,0.7,22.6,4.9996,0.7368505584560007,10.0,1.5,2.4,5.8,0.121,9.7,11.28,7.7,82.0,5.4384,99.9,99.0,82.894,7.1,94.58265,12.0,,,94.30894308943088,82.32988265631167,28.3,93.68639,,98.18606,,2.46,19.19005266246341,100.0,100.0,11.627605157471994,0.1124607780323715,100.0,98.7678527832031,,98.1366986657616,83.7173272288002,5.615082264,4.235,53.8,1.4205892518762582,1.28773,31.667375564575195,16.58784625,100.0,82.0,,21.0,97.8117,4.838026106210751,60.88227743630736,139.79680814542576,965.3906350115079,17.36212137,-9.943702203757994,0.015,0.034794563985225936,,,,,,,71.78,37.13,0.99,6.028335540780732,61.062451589075586,0.72,121.85,79.0,5.2207716942,6.313963413333333,100.0,82.0,0.0,0.0,11.02175350766235,0.996444,,4.0,8.1,15.999999999999993,,14.9,483.3333333333333,20.73332670391567,25.856740930518857,20.80562191689865,42.856003,3.4029167858,9.03131366096732,66.275,7.5940952,18.489999999999995,34.32158435526304,6.02648665769671,18.30985915492958,3.9,1.01,17.26,1.6427565,6.28,58.199999999999996
Madagascar,76.5949266347271,42.3,49.2000007629395,15.1999998092651,5.3,3.9203,0.7779384628748909,353.0,18.6,46.4,237.0,0.144,23.67,183.67000000000002,31.4,65.5,111.6784,44.3,58.0,39.293,4.1,,6.1,76.82916,28.299999999999997,109.8360655737705,93.50619341728996,19.2,,9.69367,,50.62139,5.76,10.321559232955725,16.8189811706543,1.99999809265137,,-6.411849875925429,50.0,17.8678703308105,1.79700005054474,4.713662899498,8.12045977451049,2.658239603,2.118222,0.0,0.004129417718761025,0.01549,51.76007151603699,19.67682043,68.31894404659556,52.0,0.8,0.3,0.0,0.6585113105400223,0.21007172456777906,,,0.130421321,0.09780702267587951,0.124,0.0,21.655334105,85.75,60.34,47.33,14.16,13.564156900000002,40.82,61.05,0.79,16.073289302566295,0.40318955130115314,0.62,84.98,42.0,2.6269847394,3.220934232,83.0,24.0,22.9,0.0,6.22971801148743,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Malawi,66.6370004543246,25.9,42.4000015258789,3.79999995231628,5.8,1.3474,0.8345751729213527,634.0,23.1,55.1,159.0,4.093,20.16,153.06,34.2,58.3,141.007,89.8,81.0,49.643,3.4,96.25452,4.4,72.93561,22.900000000000006,76.0,88.36270468731236,16.7,,43.52961,,67.19508,11.08,0.2503500898545031,11.9,3.18413376808167,,-6.612995529769036,50.0,33.7139320373535,6.02699995040894,9.61409729617623,18.2073700050991,2.478404522,,0.0,0.011226219939391678,0.0,47.519078850746155,25.72702911,80.62506654268626,45.0,0.5,0.2,0.0,0.5818953717987357,0.31606983963543034,3.394558896169686,-81.05666429463533,0.07476291,0.10788073788541554,0.423,0.762115826224577,,,,,,,81.64,35.91,0.81,8.777353843789811,0.4677474683344949,1.78,70.46,44.0,3.2121420383999997,3.705791076,67.2,31.0,39.3,0.0,16.22049584729248,,15.489081319357872,0.0,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,1.44351499953628,2.5,17.2000007629395,,15.6,3.2265,0.8762011052878377,40.0,4.4,8.3,92.0,0.051,17.14,33.42,22.3,75.0,13.361,98.97,96.0,65.035,6.3,98.91333,10.1,98.41871,25.099999999999994,92.59259259259258,65.70643210338186,10.4,,,,,3.41,13.54659553150042,100.0,99.9900000002526,1.5535485742279052,0.6677268521792117,80.0,85.34375,3.41499996185303,78.7883099275229,91.4876633138558,5.311330318,3.447615,33.33333333333333,0.6519167358856252,1.29813,47.91024327278137,15.55640978,98.45854545454546,67.0,1.52,7.6,19.5888,9.134601825376164,1.2074866587878297,26.69670210621683,65.4157133500763,8.032991579,-0.8193727652945562,0.072,3678.837452890403,25.0557368470588,84.43,54.52,61.42,23.49106741,47.3592845,39.27,76.56,0.69,23.126604492886205,4.845705577740181,1.92,160.48,44.0,4.887924862,5.339368660999999,,47.0,,0.0,9.36500804411987,,13.766388645010244,0.0,,,,,,,,,,,,,,,,,,,,,,,
